timestamp,open,high,low,close,volume
2025-10-15 12:00:00,4058.15,4108.22,3962.48,3984.07,84193.18
2025-10-15 16:00:00,3984.07,4015.89,3931.69,3985.41,120454.67
2025-10-15 20:00:00,3985.41,3998.16,3930.88,3988.16,70443.16
2025-10-16 00:00:00,3988.16,4038.95,3978.45,4017.37,48307.520000000004
2025-10-16 04:00:00,4017.37,4050.55,3982.82,4005.34,35975.03
2025-10-16 08:00:00,4005.34,4080.13,3943.99,4064.16,53719.05
2025-10-16 12:00:00,4064.16,4087.09,3893.65,3909.25,143650.41999999998
2025-10-16 16:00:00,3909.25,3969.5,3853.37,3869.31,174812.46000000002
2025-10-16 20:00:00,3869.31,3898.84,3827.48,3895.41,69414.23000000001
2025-10-17 00:00:00,3895.41,3951.67,3890.01,3934.66,47512.45
2025-10-17 04:00:00,3934.66,3937.75,3753.51,3756.58,94712.76000000001
2025-10-17 08:00:00,3756.58,3817.53,3675.48,3778.89,128343.95000000001
2025-10-17 12:00:00,3778.89,3810.92,3715.45,3798.79,149673.28999999998
2025-10-17 16:00:00,3798.79,3851.93,3780.13,3829.28,111903.05
2025-10-17 20:00:00,3829.28,3884.6,3819.89,3833.18,49271.09
2025-10-18 00:00:00,3833.18,3883.43,3821.13,3872.18,30294.95
2025-10-18 04:00:00,3872.18,3929.67,3843.49,3894.26,26991.85
2025-10-18 08:00:00,3894.26,3907.31,3864.4,3883.88,19750.4
2025-10-18 12:00:00,3883.88,3895.36,3851.35,3879.6,27674.16
2025-10-18 16:00:00,3879.6,3900.42,3855.54,3895.12,27323.239999999998
2025-10-18 20:00:00,3895.12,3910.32,3871.77,3890.7,17273.14
2025-10-19 00:00:00,3890.7,3908.0,3857.54,3907.65,24872.84
2025-10-19 04:00:00,3907.65,3922.21,3876.01,3889.24,16745.79
2025-10-19 08:00:00,3889.24,3953.68,3832.04,3925.54,74552.08
2025-10-19 12:00:00,3925.54,4002.78,3910.34,3981.4,55902.58
2025-10-19 16:00:00,3981.4,4028.98,3961.71,3987.85,54713.22
2025-10-19 20:00:00,3987.85,4032.84,3972.89,3984.9,48632.08
2025-10-20 00:00:00,3984.9,4039.84,3910.3,4029.41,70786.45999999999
2025-10-20 04:00:00,4029.41,4086.91,4025.28,4057.4,42843.590000000004
2025-10-20 08:00:00,4057.4,4072.66,4014.11,4037.02,28951.21
2025-10-20 12:00:00,4037.02,4051.41,4005.28,4006.03,59862.55
2025-10-20 16:00:00,4006.03,4006.13,3923.54,3982.52,85194.2
2025-10-20 20:00:00,3982.52,4004.67,3972.06,3981.1,25802.6
2025-10-21 00:00:00,3981.1,3987.66,3919.78,3924.64,38123.71
2025-10-21 04:00:00,3924.64,3924.66,3841.96,3894.27,55921.64
2025-10-21 08:00:00,3894.27,3898.38,3853.72,3891.39,28715.1
2025-10-21 12:00:00,3891.39,4086.58,3853.98,4083.96,137834.83
2025-10-21 16:00:00,4083.96,4112.85,3967.82,3998.57,145707.61000000002
2025-10-21 20:00:00,3998.57,4003.79,3860.17,3875.11,82818.59
2025-10-22 00:00:00,3875.11,3891.65,3823.69,3861.5,55917.020000000004
2025-10-22 04:00:00,3861.5,3886.4,3840.96,3870.84,30691.81
2025-10-22 08:00:00,3870.84,3871.25,3779.89,3830.85,48867.26
2025-10-22 12:00:00,3830.85,3878.52,3782.07,3842.45,126840.65000000001
2025-10-22 16:00:00,3842.45,3861.18,3785.66,3804.58,108845.36
2025-10-22 20:00:00,3804.58,3817.17,3714.57,3806.62,82686.39
2025-10-23 00:00:00,3806.62,3836.12,3797.51,3828.13,34208.86
2025-10-23 04:00:00,3828.13,3898.53,3824.09,3882.61,29439.19
2025-10-23 08:00:00,3882.61,3906.48,3861.59,3864.59,31566.879999999997
2025-10-23 12:00:00,3864.59,3888.55,3810.05,3878.08,87045.51
2025-10-23 16:00:00,3878.08,3934.88,3847.29,3861.55,83535.73999999999
2025-10-23 20:00:00,3861.55,3861.8,3821.15,3858.38,36460.33
2025-10-24 00:00:00,3858.38,3897.33,3847.66,3892.54,39606.94
2025-10-24 04:00:00,3892.54,3989.95,3887.67,3950.82,50908.65
2025-10-24 08:00:00,3950.82,3970.44,3927.31,3947.79,27453.71
2025-10-24 12:00:00,3947.79,4012.66,3874.26,3890.11,132125.52
2025-10-24 16:00:00,3890.11,3939.47,3867.27,3927.87,53185.72
2025-10-24 20:00:00,3927.87,3946.45,3924.69,3936.24,22497.56
2025-10-25 00:00:00,3936.24,3940.11,3913.55,3922.27,18313.07
2025-10-25 04:00:00,3922.27,3959.24,3921.65,3929.8,16145.02
2025-10-25 08:00:00,3929.8,3957.58,3928.76,3941.55,14769.300000000001
2025-10-25 12:00:00,3941.55,3957.61,3926.01,3934.27,13864.59
2025-10-25 16:00:00,3934.27,3970.14,3929.41,3958.75,9459.86
2025-10-25 20:00:00,3958.75,3966.04,3937.76,3954.72,14068.460000000001
2025-10-26 00:00:00,3954.72,3962.23,3921.84,3932.92,22795.87
2025-10-26 04:00:00,3932.92,3957.74,3930.4,3952.8,8492.75
2025-10-26 08:00:00,3952.8,4056.12,3951.89,4045.89,35645.67
2025-10-26 12:00:00,4045.89,4100.53,4042.31,4076.48,54448.9
2025-10-26 16:00:00,4076.48,4081.62,4047.09,4069.77,26185.57
2025-10-26 20:00:00,4069.77,4180.22,4055.91,4160.2,63482.33
2025-10-27 00:00:00,4160.2,4225.9,4150.69,4206.73,64923.549999999996
2025-10-27 04:00:00,4206.73,4253.83,4195.58,4202.22,32467.36
2025-10-27 08:00:00,4202.22,4202.35,4134.92,4163.2,39118.6
2025-10-27 12:00:00,4163.2,4188.41,4125.98,4174.0,70829.02
2025-10-27 16:00:00,4174.0,4235.53,4173.98,4195.63,73254.04999999999
2025-10-27 20:00:00,4195.63,4196.38,4098.24,4121.47,69141.75
2025-10-28 00:00:00,4121.47,4143.09,4071.69,4095.1,45216.85
2025-10-28 04:00:00,4095.1,4128.26,4067.87,4117.85,25727.31
2025-10-28 08:00:00,4117.85,4137.26,4105.96,4113.85,18133.989999999998
2025-10-28 12:00:00,4113.85,4177.44,4079.03,4098.52,81660.79999999999
2025-10-28 16:00:00,4098.52,4151.78,4030.7,4041.44,83585.57
2025-10-28 20:00:00,4041.44,4044.12,3937.23,3981.51,100126.88
2025-10-29 00:00:00,3981.51,4010.4,3965.69,3999.11,34785.6
2025-10-29 04:00:00,3999.11,4037.69,3997.55,4026.02,28563.13
2025-10-29 08:00:00,4026.02,4028.1,3985.43,4012.54,26267.32
2025-10-29 12:00:00,4012.54,4030.81,3943.16,3952.25,74968.23
2025-10-29 16:00:00,3952.25,4018.6,3845.18,3906.12,170275.03
2025-10-29 20:00:00,3906.12,3964.52,3875.16,3904.34,56911.23
2025-10-30 00:00:00,3904.34,3949.72,3881.32,3935.59,42905.95
2025-10-30 04:00:00,3935.59,3945.41,3840.82,3940.7,60135.03
2025-10-30 08:00:00,3940.7,3940.77,3878.22,3881.7,27727.440000000002
2025-10-30 12:00:00,3881.7,3885.05,3758.91,3773.85,138626.53
2025-10-30 16:00:00,3773.85,3802.18,3679.31,3687.91,117742.93
2025-10-30 20:00:00,3687.91,3806.86,3679.07,3804.35,63773.63
2025-10-31 00:00:00,3804.35,3860.78,3796.5,3829.4,53669.71
2025-10-31 04:00:00,3829.4,3872.97,3821.21,3830.26,35708.96
2025-10-31 08:00:00,3830.26,3880.64,3817.69,3873.48,31284.480000000003
2025-10-31 12:00:00,3873.48,3886.54,3830.34,3860.71,96473.44
2025-10-31 16:00:00,3860.71,3902.74,3803.5,3884.24,105239.43
2025-10-31 20:00:00,3884.24,3891.06,3840.24,3846.74,25304.26
2025-11-01 00:00:00,3846.74,3862.53,3830.25,3860.24,18842.75
2025-11-01 04:00:00,3860.24,3867.54,3851.4,3859.29,11629.48
2025-11-01 08:00:00,3859.29,3881.24,3858.88,3876.16,12571.77
2025-11-01 12:00:00,3876.16,3898.8,3856.92,3893.66,20148.78
2025-11-01 16:00:00,3893.66,3908.1,3862.31,3878.97,18869.260000000002
2025-11-01 20:00:00,3878.97,3890.88,3863.06,3872.94,10876.24
2025-11-02 00:00:00,3872.94,3886.09,3861.17,3880.02,14543.619999999999
2025-11-02 04:00:00,3880.02,3917.19,3875.59,3906.24,18997.89
2025-11-02 08:00:00,3906.24,3910.03,3853.65,3889.98,24041.79
2025-11-02 12:00:00,3889.98,3894.16,3839.21,3853.31,26691.04
2025-11-02 16:00:00,3853.31,3866.79,3840.81,3855.64,17614.0
2025-11-02 20:00:00,3855.64,3915.86,3844.3,3906.69,21593.260000000002
2025-11-03 00:00:00,3906.69,3914.17,3729.21,3736.73,74768.06
2025-11-03 04:00:00,3736.73,3765.62,3684.31,3714.29,67357.58
2025-11-03 08:00:00,3714.29,3740.56,3666.46,3712.06,52040.21
2025-11-03 12:00:00,3712.06,3748.74,3583.36,3589.3,121246.85999999999
2025-11-03 16:00:00,3589.3,3682.11,3564.9,3631.61,116193.98
2025-11-03 20:00:00,3631.61,3636.23,3558.9,3603.83,96156.43000000001
2025-11-04 00:00:00,3603.83,3653.7,3567.39,3642.27,73976.28
2025-11-04 04:00:00,3642.27,3647.1,3473.29,3493.45,110643.57
2025-11-04 08:00:00,3493.45,3532.55,3460.02,3529.25,64020.89000000001
2025-11-04 12:00:00,3529.25,3586.18,3472.75,3506.66,120689.25
2025-11-04 16:00:00,3506.66,3519.33,3224.32,3229.31,265855.89
2025-11-04 20:00:00,3229.31,3302.71,3059.69,3286.89,287623.15
2025-11-05 00:00:00,3286.89,3348.9,3166.57,3334.62,164344.94
2025-11-05 04:00:00,3334.62,3353.69,3305.21,3331.73,60325.51
2025-11-05 08:00:00,3331.73,3331.82,3275.16,3323.14,64507.84
2025-11-05 12:00:00,3323.14,3398.85,3313.48,3398.01,123827.06
2025-11-05 16:00:00,3398.01,3479.2,3370.35,3455.44,116555.98999999999
2025-11-05 20:00:00,3455.44,3480.7,3414.76,3424.12,72406.6
2025-11-06 00:00:00,3424.12,3450.59,3375.01,3432.82,63813.36
2025-11-06 04:00:00,3432.82,3455.75,3364.92,3380.29,47070.79
2025-11-06 08:00:00,3380.29,3414.24,3367.1,3399.3,40574.81
2025-11-06 12:00:00,3399.3,3404.33,3277.34,3299.44,149057.05
2025-11-06 16:00:00,3299.44,3351.56,3244.24,3324.83,152881.66
2025-11-06 20:00:00,3324.83,3335.6,3286.5,3313.99,78025.59
2025-11-07 00:00:00,3313.99,3364.28,3275.14,3344.0,90416.37
2025-11-07 04:00:00,3344.0,3368.74,3318.2,3356.79,37802.18
